MyUnknownColumn,Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
1393,49.0,Male,PhD,Software Engineer Manager,15.0,185000.0,UK,White
2602,28.0,Female,Bachelor's Degree,Senior Project Engineer,4.0,70022.0,USA,White
221,31.0,Female,Bachelor's,Junior Social Media Specialist,3.0,45000.0,UK,Welsh
4311,45.0,Male,PhD,Data Scientist,19.0,190000.0,China,Korean
83,52.0,Male,PhD,Chief Technology Officer,24.0,250000.0,Canada,Black
875,28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,China,Korean
4907,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,China,Chinese
463,30.0,Female,PhD,Data Scientist,5.0,180000.0,USA,Asian
6143,38.0,Male,Master's Degree,Marketing Director,14.0,195000.0,Canada,Asian
553,33.0,Female,Master's,Product Manager,11.0,198000.0,UK,White
2773,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,USA,Hispanic
4175,33.0,Male,Bachelor's Degree,Operations Manager,7.0,96000.0,USA,Hispanic
6264,41.0,Male,Bachelor's Degree,Financial Manager,12.0,120000.0,China,Korean
4020,44.0,Male,Bachelor's Degree,Operations Manager,18.0,170000.0,USA,Hispanic
6305,31.0,Female,High School,Sales Associate,2.0,40000.0,Australia,Asian
5497,31.0,Male,Bachelor's Degree,Software Engineer,7.0,120000.0,Australia,White
2452,38.0,Female,Master's Degree,Senior Software Engineer,13.0,134858.0,USA,Hispanic
2331,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,Canada,Asian
5616,36.0,Female,PhD,Research Scientist,12.0,160000.0,Australia,Australian
2148,31.0,Female,Bachelor's Degree,Front end Developer,6.0,110000.0,USA,Asian
3610,27.0,Female,High School,Junior HR Generalist,1.0,32000.0,USA,Asian
3279,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,Canada,Black
652,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,Canada,White
710,34.0,Male,Master's,Product Manager,12.0,196000.0,Canada,Asian
5723,36.0,Female,PhD,Research Scientist,12.0,170000.0,UK,Mixed
5646,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,Canada,Black
2954,40.0,Male,Master's Degree,Software Engineer Manager,16.0,150301.0,Australia,Australian
4483,48.0,Male,PhD,Data Scientist,22.0,219000.0,UK,Asian
1426,38.0,Female,Master's Degree,Back end Developer,10.0,155000.0,Australia,Australian
1218,32.0,Male,Bachelor's Degree,Full Stack Engineer,5.0,115000.0,Australia,White
5110,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,Canada,Black
1926,39.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,Canada,Black
3441,34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Canada,White
6403,45.0,Male,Master's Degree,Marketing Manager,13.0,130000.0,USA,Hispanic
316,34.0,Female,Master's,Senior Financial Advisor,6.0,80000.0,Canada,White
4734,26.0,Female,Bachelor's Degree,Junior Software Engineer,1.0,45000.0,UK,White
1429,37.0,Male,Master's Degree,Senior Software Engineer,9.0,150000.0,China,Chinese
5943,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,90000.0,Canada,Black
5627,29.0,Male,Bachelor's Degree,Product Manager,5.0,80000.0,Australia,White
3554,33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,China,Korean
5416,38.0,Female,Master's Degree,Marketing Manager,14.0,170000.0,Canada,Asian
5544,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,USA,White
4768,32.0,Male,Bachelor's Degree,Junior Marketing Manager,6.0,72000.0,Australia,Australian
4926,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,Canada,Black
4101,29.0,Male,Bachelor's Degree,Software Engineer,4.0,70000.0,USA,Asian
6703,26.0,Female,High School,Sales Executive,1.0,35000.0,Canada,Black
3179,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,UK,White
686,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,Asian
4905,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,USA,White
2753,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,China,Chinese
5693,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,USA,Asian
2453,34.0,Male,Bachelor's Degree,Back end Developer,10.0,94502.0,UK,Asian
5285,25.0,Female,High School,Sales Associate,0.0,25000.0,Australia,Asian
328,38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0,China,White
5808,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,China,Korean
5599,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,China,Korean
2178,30.0,Male,Bachelor's Degree,Back end Developer,5.0,100000.0,USA,Asian
3263,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,USA,Hispanic
6079,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,75000.0,China,Chinese
5792,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,Australia,Australian
6136,28.0,Male,Bachelor's Degree,Graphic Designer,3.0,60000.0,Canada,Asian
5072,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,China,White
5374,35.0,Female,Master's Degree,Marketing Director,11.0,160000.0,Canada,Asian
1678,30.0,Male,Master's Degree,Full Stack Engineer,5.0,105000.0,USA,White
350,44.0,Female,PhD,Senior Data Scientist,16.0,160000.0,China,Chinese
3238,42.0,Male,Master's Degree,Product Manager,14.0,180000.0,Canada,Asian
1628,32.0,Male,Master's Degree,Back end Developer,6.0,130000.0,Canada,Asian
5575,25.0,Male,Bachelor's Degree,Product Manager,1.0,55000.0,UK,Asian
2842,24.0,Male,Bachelor's Degree,Back end Developer,2.0,64182.0,China,White
3105,30.0,Female,Bachelor's Degree,Senior Software Engineer,5.0,100151.0,UK,Mixed
873,30.0,Female,PhD,Data Scientist,7.0,185000.0,Canada,Asian
3711,31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,USA,African American
3309,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,UK,Welsh
6263,23.0,Female,High School,Sales Executive,1.0,35000.0,China,Korean
2220,50.0,Male,PhD,Senior Project Engineer,19.0,200000.0,Australia,Australian
5251,29.0,Female,PhD,Data Scientist,5.0,100000.0,China,Korean
2123,46.0,Male,PhD,Software Engineer Manager,16.0,185000.0,Australia,White
3361,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,Australia,Asian
3027,54.0,Male,Bachelor's Degree,Senior Project Engineer,28.0,192292.0,UK,Mixed
85,34.0,Female,Master's,Financial Advisor,10.0,95000.0,UK,White
3539,41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,USA,Asian
1879,25.0,Female,Bachelor's Degree,Front end Developer,1.0,55000.0,Australia,Australian
5286,31.0,Male,Master's Degree,Financial Analyst,6.0,100000.0,Australia,White
2642,33.0,Male,Master's Degree,Senior Project Engineer,10.0,117314.0,UK,Mixed
6491,48.0,Female,PhD,Director of Marketing,19.0,190000.0,Canada,Asian
2994,46.0,Female,Bachelor's Degree,Back end Developer,18.0,155795.0,USA,White
496,29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,China,Chinese
4501,31.0,Female,High School,Junior Sales Associate,1.0,25000.0,Canada,Asian
2527,48.0,Male,Bachelor's Degree,Front end Developer,23.0,173851.0,China,Korean
3885,32.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Canada,Black
2848,28.0,Female,Bachelor's Degree,Senior Project Engineer,3.0,70397.0,USA,Hispanic
4742,29.0,Female,Bachelor's Degree,Junior Marketing Manager,3.0,55000.0,USA,Asian
1272,26.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,China,Korean
3339,25.0,Female,Master's Degree,Software Engineer,2.0,60000.0,China,Korean
6338,50.0,Female,Bachelor's Degree,Sales Manager,18.0,180000.0,Canada,Black
3315,26.0,Male,Bachelor's Degree,Software Developer,2.0,60000.0,UK,Welsh
5536,28.0,Female,Bachelor's Degree,Marketing Analyst,3.0,60000.0,UK,Mixed
620,25.0,Male,Bachelor's,Data Analyst,2.0,115000.0,China,Korean
5729,24.0,Female,High School,Receptionist,0.0,25000.0,UK,Mixed
3311,36.0,Male,PhD,Senior Data Scientist,12.0,170000.0,USA,Asian
3299,35.0,Female,Master's Degree,Data Analyst,9.0,120000.0,China,Korean
5174,25.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,Australia,Australian
5740,34.0,Male,PhD,Research Director,11.0,160000.0,USA,Hispanic
5807,39.0,Female,Bachelor's Degree,Financial Manager,16.0,200000.0,UK,White
1415,54.0,Male,PhD,Software Engineer Manager,16.0,190000.0,USA,Asian
2203,37.0,Female,Bachelor's Degree,Software Engineer Manager,11.0,170000.0,Australia,Australian
4028,26.0,Female,Bachelor's Degree,Junior Software Developer,2.0,35000.0,USA,African American
4996,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,UK,Asian
871,27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,USA,Hispanic
2360,37.0,Male,Bachelor's Degree,Data Analyst,11.0,160000.0,Australia,White
2008,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Australia,White
5281,27.0,Female,Bachelor's Degree,Graphic Designer,2.0,50000.0,China,Chinese
4633,31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,500.0,USA,Asian
358,36.0,Female,Bachelor's,Senior Marketing Manager,8.0,95000.0,UK,Welsh
1164,32.0,Female,Bachelor's,Data Scientist,9.0,185000.0,USA,Hispanic
5084,36.0,Male,Bachelor's Degree,Sales Manager,11.0,160000.0,USA,Asian
3381,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,Canada,White
4034,39.0,Female,Master's Degree,Marketing Coordinator,11.0,120000.0,Canada,Black
6696,28.0,Male,PhD,Sales Representative,4.0,55000.0,China,Korean
4604,31.0,Male,Master's Degree,Director of HR,7.0,90000.0,Australia,Asian
6609,43.0,Female,Master's Degree,Sales Manager,14.0,140000.0,UK,White
1892,40.0,Female,Master's Degree,Software Engineer Manager,12.0,160000.0,USA,Hispanic
581,29.0,Female,Master's,Data Scientist,6.0,180000.0,Canada,Asian
3748,26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,USA,African American
3216,34.0,Male,Master's Degree,Data Analyst,8.0,100000.0,Australia,Australian
1693,55.0,Male,PhD,Software Engineer Manager,18.0,210000.0,China,Chinese
864,31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,Australia,Asian
4529,31.0,Female,Bachelor's Degree,Junior HR Coordinator,4.0,50000.0,China,Korean
4111,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,Australia,White
2382,52.0,Male,PhD,Software Engineer Manager,23.0,161568.0,USA,White
2380,25.0,Male,Bachelor's Degree,Back end Developer,2.0,90249.0,China,White
4717,31.0,Male,Bachelor's Degree,Junior Marketing Manager,5.0,70000.0,USA,Hispanic
5442,22.0,Female,High School,Receptionist,0.0,25000.0,Canada,Asian
3486,28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Canada,White
1118,27.0,Female,Bachelor's,Data Analyst,5.0,125000.0,USA,Asian
1543,33.0,Male,Master's Degree,Full Stack Engineer,6.0,130000.0,UK,Welsh
3806,29.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,UK,Mixed
5151,31.0,Female,Master's Degree,Financial Manager,7.0,120000.0,Australia,Australian
6160,32.0,Female,PhD,Data Scientist,9.0,145000.0,Canada,Asian
3285,34.0,Male,Master's Degree,Data Scientist,9.0,140000.0,Australia,White
4515,31.0,Female,Master's Degree,Director of HR,6.0,95000.0,Canada,Asian
5348,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,UK,Welsh
6091,27.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,USA,African American
4470,34.0,Male,Bachelor's Degree,Operations Manager,8.0,104000.0,USA,Hispanic
4354,38.0,Male,Bachelor's Degree,Operations Manager,11.0,119000.0,Canada,Asian
2502,24.0,Male,Master's Degree,Back end Developer,0.0,55538.0,USA,Hispanic
5913,36.0,Female,PhD,Research Scientist,12.0,170000.0,China,White
6295,41.0,Female,Bachelor's Degree,Sales Manager,8.0,80000.0,China,Chinese
5930,34.0,Male,PhD,Research Director,11.0,160000.0,Australia,Asian
5938,29.0,Male,Bachelor's Degree,Marketing Analyst,4.0,70000.0,Australia,Asian
6595,42.0,Female,Master's Degree,Director of Marketing,13.0,130000.0,UK,Asian
3026,35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0,China,Chinese
5041,29.0,Male,Bachelor's Degree,Digital Marketing Manager,6.0,95000.0,Australia,Asian
6387,31.0,Male,High School,Sales Associate,3.0,50000.0,China,Chinese
3207,27.0,Female,Bachelor's Degree,Software Engineer,3.0,70000.0,UK,Welsh
3743,25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,UK,Mixed
4977,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,China,Korean
4663,35.0,Male,PhD,Senior Research Scientist,10.0,130000.0,Australia,Australian
6426,50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0,Canada,Asian
2054,34.0,Male,Master's Degree,Back end Developer,8.0,140000.0,UK,Welsh
1778,36.0,Male,Master's Degree,Back end Developer,8.0,140000.0,USA,African American
4081,28.0,Female,Master's Degree,Human Resources Coordinator,2.0,45000.0,USA,White
2538,46.0,Female,PhD,Software Engineer Manager,23.0,168304.0,China,White
5908,26.0,Male,Bachelor's Degree,Product Designer,2.0,55000.0,China,Chinese
6334,38.0,Female,Bachelor's Degree,Financial Manager,10.0,100000.0,UK,Asian
1594,56.0,Male,PhD,Software Engineer Manager,17.0,195000.0,UK,Welsh
1725,29.0,Female,Master's Degree,Back end Developer,3.0,90000.0,Australia,White
5970,25.0,Male,Bachelor's Degree,Product Manager,1.0,60000.0,Canada,Black
2613,30.0,Female,Bachelor's Degree,Senior Project Engineer,6.0,89995.0,UK,Welsh
4548,25.0,Male,High School,Junior HR Generalist,2.0,40000.0,UK,Asian
492,31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,Australia,Australian
5631,28.0,Male,Master's Degree,Financial Analyst,4.0,90000.0,Canada,Asian
1008,27.0,Male,Bachelor's,Software Engineer,4.0,160000.0,Australia,Australian
4308,44.0,Female,Master's Degree,Human Resources Manager,15.0,152000.0,Australia,White
2505,44.0,Male,PhD,Software Engineer Manager,19.0,172955.0,UK,Mixed
5481,29.0,Male,Bachelor's Degree,Product Designer,3.0,60000.0,USA,Asian
2316,29.0,Male,Bachelor's Degree,Front End Developer,4.0,80000.0,UK,Welsh
2556,33.0,Female,Master's Degree,Senior Project Engineer,10.0,112439.0,UK,Mixed
1419,46.0,Male,PhD,Software Engineer Manager,14.0,180000.0,China,White
25,28.0,Female,Bachelor's,Social Media Specialist,3.0,45000.0,Canada,White
2411,24.0,Female,High School,Senior Project Engineer,1.0,52731.0,Canada,Black
1115,26.0,Female,Bachelor's,Data Analyst,3.0,100000.0,Canada,Black
3816,26.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,USA,Asian
1554,28.0,Male,Bachelor's Degree,Front end Developer,2.0,70000.0,UK,Mixed
5721,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,USA,Hispanic
5728,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,USA,African American
5293,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,China,Korean
435,27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,China,White
3669,40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,China,Chinese
2657,29.0,Female,Bachelor's Degree,Product Manager,4.0,90000.0,Australia,Asian
5012,34.0,Male,PhD,Director of Marketing,12.0,170000.0,USA,Hispanic
4535,26.0,Female,Bachelor's Degree,Junior HR Generalist,2.0,42000.0,UK,White
5988,32.0,Male,Bachelor's Degree,Product Manager,7.0,120000.0,Canada,Asian
3872,43.0,Male,PhD,Data Scientist,16.0,160000.0,Canada,Asian
4095,32.0,Male,Bachelor's Degree,Operations Manager,6.0,90000.0,China,White
4970,31.0,Male,Bachelor's Degree,Sales Director,9.0,140000.0,China,Korean
6699,49.0,Female,PhD,Director of Marketing,20.0,200000.0,UK,Mixed
2520,27.0,Female,Master's Degree,Back end Developer,4.0,73938.0,Canada,White
6441,36.0,Male,Bachelor's Degree,Sales Director,6.0,75000.0,USA,Hispanic
1104,26.0,Male,Bachelor's,Data Analyst,3.0,110000.0,UK,Asian
3068,26.0,Female,Master's Degree,Front end Developer,3.0,73218.0,Canada,White
3784,35.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,UK,Welsh
5853,33.0,Female,Master's Degree,Marketing Manager,9.0,130000.0,USA,African American
4965,30.0,Male,Master's Degree,Financial Manager,7.0,120000.0,USA,African American
6163,27.0,Male,Bachelor's Degree,Software Engineer,3.0,80000.0,Australia,Australian
195,28.0,Male,Bachelor's,Junior Business Analyst,2.0,40000.0,USA,African American
617,30.0,Female,PhD,Data Scientist,7.0,185000.0,China,Korean
645,30.0,Female,PhD,Data Scientist,7.0,185000.0,UK,White
4815,27.0,Female,Bachelor's Degree,Junior Software Engineer,2.0,48000.0,Australia,Australian
6258,32.0,Female,PhD,Data Scientist,9.0,145000.0,Australia,White
2778,48.0,Male,PhD,Director of Data Science,18.0,210000.0,Australia,White
5660,37.0,Male,Master's Degree,Marketing Director,14.0,190000.0,China,Korean
3291,41.0,Female,PhD,Director of Data Science,16.0,200000.0,China,Korean
332,45.0,Female,PhD,Senior UX Designer,16.0,160000.0,Australia,Asian
2209,37.0,Male,Master's Degree,Software Engineer Manager,10.0,150000.0,USA,African American
4381,51.0,Male,PhD,Data Scientist,24.0,240000.0,Canada,Asian
3890,32.0,Female,Master's Degree,Marketing Manager,7.0,90000.0,UK,Asian
2672,33.0,Female,Master's Degree,Data Analyst,8.0,100000.0,China,White
974,28.0,Male,Bachelor's,Software Engineer,5.0,150000.0,UK,Mixed
485,28.0,Male,Master's,Product Manager,3.0,130000.0,Canada,White
2422,24.0,Male,Master's Degree,Back end Developer,0.0,55538.0,USA,Asian
2604,43.0,Female,Master's Degree,Senior Software Engineer,19.0,152944.0,USA,African American
721,29.0,Female,Master's,Data Scientist,6.0,180000.0,China,Korean
3111,28.0,Female,Bachelor's Degree,Back end Developer,5.0,77766.0,USA,Hispanic
2061,33.0,Female,Bachelor's Degree,Full Stack Engineer,6.0,115000.0,Australia,Asian
2805,36.0,Female,Master's Degree,Senior Software Engineer,13.0,140010.0,China,White
2568,47.0,Male,PhD,Software Engineer Manager,21.0,173582.0,Canada,Black
6222,30.0,Female,Bachelor's Degree,Marketing Coordinator,5.0,95000.0,China,Korean
32,29.0,Male,Master's,Data Scientist,3.0,75000.0,USA,Hispanic
666,25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,Australia,White
5270,26.0,Male,Bachelor's Degree,Junior Software Engineer,1.0,55000.0,China,White
4227,50.0,Male,PhD,Data Scientist,23.0,225000.0,UK,White
1446,24.0,Male,Bachelor's Degree,Front end Developer,1.0,60000.0,USA,Hispanic
3025,55.0,Female,PhD,Software Engineer Manager,29.0,190543.0,USA,White
2794,43.0,Female,PhD,Software Engineer Manager,19.0,156486.0,China,White
3976,30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,China,Chinese
6533,48.0,Female,PhD,Senior Product Marketing Manager,17.0,170000.0,Canada,White
1707,40.0,Female,PhD,Senior Software Engineer,12.0,160000.0,Australia,Asian
3014,38.0,Male,Bachelor's Degree,Front end Developer,11.0,136062.0,China,White
6559,50.0,Female,Master's Degree,Content Marketing Manager,19.0,190000.0,China,Chinese
3249,41.0,Female,PhD,Director of Data Science,16.0,200000.0,Australia,Asian
3649,27.0,Male,High School,Junior Sales Associate,2.0,35000.0,China,White
4450,35.0,Female,Master's Degree,Human Resources Manager,8.0,92000.0,China,Chinese
118,29.0,Female,Bachelor's,Junior HR Generalist,3.0,45000.0,Australia,Australian
2279,24.0,Female,Bachelor's Degree,Software Developer,2.0,55000.0,China,Chinese
2907,35.0,Male,Master's Degree,Full Stack Engineer,9.0,131547.0,Canada,Asian
1403,37.0,Male,Master's Degree,Senior Software Engineer,10.0,155000.0,USA,White
741,29.0,Female,Master's,Data Scientist,6.0,180000.0,Australia,Asian
2458,53.0,Other,High School,Senior Project Engineer,31.0,166109.0,China,White
170,50.0,Female,Master's,Director of Finance,20.0,180000.0,Australia,Australian
542,32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,UK,Asian
5321,30.0,Female,Bachelor's Degree,Marketing Coordinator,4.0,65000.0,UK,Welsh
5085,25.0,Female,Bachelor's Degree,Marketing Manager,3.0,65000.0,Canada,Black
6458,42.0,Male,PhD,Content Marketing Manager,15.0,150000.0,China,White
3100,42.0,Male,Bachelor's Degree,Back end Developer,16.0,137489.0,UK,Mixed
3421,29.0,Female,Master's Degree,Web Developer,5.0,70000.0,Australia,White
676,23.0,Male,Bachelor's,Data Analyst,1.0,90000.0,USA,White
